Human	Influenza
Q15070	Influenza:B4URE7
Q15120	Influenza:Q1K9H5
Q15120	Influenza:B4URF7
Q15149	Influenza:P05777
Q15149	Influenza:P03430
Q15149	Influenza:P03427
Q15149	Influenza:P15659
Q15149	Influenza:P03454
Q15149	Influenza:P15682
Q15149	Influenza:P03470
Q15181	Influenza:Q1K9H5
Q15181	Influenza:P03470
Q15208	Influenza:Q20MH0
Q15208	Influenza:P15659
Q15208	Influenza:P03427
Q15208	Influenza:Q89733
Q15208	Influenza:P03454
Q15208	Influenza:P15682
Q15208	Influenza:P05777
Q15208	Influenza:P03470
Q15208	Influenza:P03430
Q15287	Influenza:Q1K9H2
Q15287	Influenza:P15682
Q15363	Influenza:P03470
Q15386	Influenza:Q1K9H5
Q15386	Influenza:Q20MH8
Q15417	Influenza:P03470
Q15427	Influenza:P03470
Q15427	Influenza:P03427
Q15427	Influenza:P03430
Q15427	Influenza:P05777
Q15427	Influenza:P15682
Q15427	Influenza:P15659
Q15633	Influenza:Q20MH3
Q15738	Influenza:P05777
Q15942	Influenza:Q20MH3
Q16222	Influenza:P03470
Q16342	Influenza:Q1K9H5
Q16352	Influenza:B4URF7
Q16540	Influenza:Q1K9H2
Q16563	Influenza:Q20MH8
Q16587	Influenza:B4URF7
Q16587	Influenza:Q1K9H6
Q16629	Influenza:P03430
Q16629	Influenza:Q20MH3
Q16629	Influenza:P03470
Q16629	Influenza:Q82506
Q16629	Influenza:Q1K9H2
Q16629	Influenza:P15682
Q16629	Influenza:P15659
Q16629	Influenza:P03454
Q16629	Influenza:P05777
Q16643	Influenza:P03454
Q16718	Influenza:B4URF7
Q16875	Influenza:P15659
Q16875	Influenza:P05777
Q16875	Influenza:P15682
Q16875	Influenza:P03427
Q16875	Influenza:P03470
Q16875	Influenza:P03430
Q1KMD3	Influenza:Q1K9H2
Q1KMD3	Influenza:P03427
Q1KMD3	Influenza:Q20MH3
Q1KMD3	Influenza:P03454
Q1KMD3	Influenza:B4URF7
Q1KMD3	Influenza:P03430
Q1RLM6	Influenza:P03427
Q27J81	Influenza:P05780
Q2KHR3	Influenza:Q1K9H5
Q2KHR3	Influenza:B4URF7
Q2M2I5	Influenza:Q1K9G9
Q2NL82	Influenza:P03470
Q2NL82	Influenza:P15682
Q2NL82	Influenza:Q1K9H2
Q2TB90	Influenza:P03454
Q2TB90	Influenza:P05780
Q2TB90	Influenza:P03470
Q2TB90	Influenza:P03427
Q2TB90	Influenza:P05777
Q2WGJ9	Influenza:Q89733
Q32MZ4	Influenza:Q1I2B2
Q32P28	Influenza:P03454
Q3KQU3	Influenza:P03430
Q3KQU3	Influenza:Q1K9H5
Q3KQU3	Influenza:B4URF7
Q3LFD5	Influenza:P03427
Q3LIF1	Influenza:P03427
Q3SY69	Influenza:Q20MH8
Q3V6T2	Influenza:P03470
Q3V6T2	Influenza:P03454
Q49A26	Influenza:P05777
Q49A26	Influenza:Q1I2B2
Q49A26	Influenza:Q20MH4
Q49A26	Influenza:P15682
Q49A26	Influenza:P15659
Q49A26	Influenza:P03470
Q49A26	Influenza:Q20MH3
Q49A88	Influenza:P03427
Q4G0N8	Influenza:P03427
Q4J6C6	Influenza:Q20MH4
Q4JDL3	Influenza:Q1K9H2
Q4KWH8	Influenza:B4URF7
Q4VXU2	Influenza:Q20MH8
Q4ZHG4	Influenza:Q20MH4
Q53F19	Influenza:Q1K9H2
Q53F19	Influenza:P15682
Q53GS7	Influenza:P03427
Q53H12	Influenza:B4URF7
Q53H12	Influenza:P05780
Q53H12	Influenza:B4URE7
Q53H12	Influenza:Q1K9H5
Q58F21	Influenza:P03427
Q59FY4	Influenza:P03427
Q5BJE1	Influenza:P03470
Q5BJE1	Influenza:P15682
Q5BJE1	Influenza:P03430
Q5BJE1	Influenza:P03427
Q5C9Z4	Influenza:Q1K9H5
Q5C9Z4	Influenza:Q20MH8
Q5HYJ3	Influenza:P03430
Q5HYK3	Influenza:B4URE7
Q5JPH6	Influenza:Q20MH8
Q5JTW2	Influenza:B4URF7
Q5JTZ9	Influenza:Q20MH8
Q5JVF3	Influenza:Q20MH3
Q5R372	Influenza:P03427
Q5R3I4	Influenza:P03427
Q5SRD1	Influenza:Q1K9H5
Q5SRD1	Influenza:B4URF7
Q5SRE5	Influenza:P05780
Q5SRE5	Influenza:Q20MH8
Q5SWX8	Influenza:P03470
Q5SXM2	Influenza:Q20MH4
Q5SY16	Influenza:Q1K9H5
Q5SY16	Influenza:B4URF7
Q5T160	Influenza:P05780
Q5T2S8	Influenza:P15682
Q5T4B2	Influenza:P15682
Q5T5U3	Influenza:Q20MH4
Q5T653	Influenza:Q1K9H2
Q5T749	Influenza:P15682
Q5T890	Influenza:P03427
Q5THK1	Influenza:Q1K9H5
Q5THK1	Influenza:B4URF7
Q5UIP0	Influenza:Q20MH8
Q5VTE6	Influenza:Q1K9H5
Q5VTE6	Influenza:B4URF7
Q5VTH9	Influenza:P03427
Q5VTJ3	Influenza:Q1K9G9
Q5VTQ0	Influenza:P03427
Q5VYK3	Influenza:P05780
Q5VYK3	Influenza:Q20MH8
Q5W0B1	Influenza:B4URF7
Q5XKP0	Influenza:P05780
Q5XKP0	Influenza:B4URE7
Q658P3	Influenza:P05777
Q66K75	Influenza:P03427
Q674X7	Influenza:Q20MH3
Q68CZ6	Influenza:B4URF7
Q68D27	Influenza:P03427
Q68D91	Influenza:P05780
Q68DK2	Influenza:P03427
Q68E01	Influenza:Q20MH8
Q68E01	Influenza:P05780
Q69YU5	Influenza:P05780
Q6DKK2	Influenza:P03427
Q6DN90	Influenza:B4URF7
Q6DN90	Influenza:Q1K9H5
Q6FHH0	Influenza:P03427
Q6IAA8	Influenza:B4URE7
Q6IAN0	Influenza:Q1K9H5
Q6IPN6	Influenza:P03427
Q6JQN1	Influenza:Q20MH8
Q6KB66	Influenza:Q1I2B2
Q6NTF9	Influenza:Q1K9H5
Q6NUK1	Influenza:P05780
Q6NUQ1	Influenza:Q20MH8
Q6NUQ1	Influenza:B4URF0
Q6NVV8	Influenza:P03427
Q6NXE6	Influenza:Q20MH8
Q6NXE6	Influenza:P05780
Q6NXR0	Influenza:Q20MH4
Q6NZ67	Influenza:Q20MH8
Q6NZI2	Influenza:P03427
Q6NZI2	Influenza:P03430
Q6NZI2	Influenza:P15682
Q6NZI2	Influenza:Q82506
Q6NZI2	Influenza:P15659
Q6NZI2	Influenza:P03470
Q6NZY4	Influenza:Q1K9H5
Q6NZY4	Influenza:B4URF7
Q6P1J9	Influenza:B4URF7
Q6P1J9	Influenza:Q1K9H5
Q6P1L8	Influenza:Q1K9H2
Q6P3R8	Influenza:P05780
Q6P3W7	Influenza:P15659
Q6P3W7	Influenza:P03470
Q6P3W7	Influenza:P05777
Q6P3X3	Influenza:Q20MH8
Q6P3X3	Influenza:Q1K9H5
Q6P3X3	Influenza:B4URF7
Q6P444	Influenza:B4URF7
Q6P4A7	Influenza:B4URF7
Q6P5R6	Influenza:Q1K9H5
Q6P996	Influenza:Q20MH8
Q6PI48	Influenza:P03427
Q6PI77	Influenza:Q20MH4
Q6PJG6	Influenza:Q20MH8
Q6PJG6	Influenza:P05780
Q6Q0C0	Influenza:P03427
Q6R327	Influenza:B4URF7
Q6R327	Influenza:Q1K9H5
Q6RW13	Influenza:Q20MH8
Q6UN15	Influenza:Q20MH3
Q6VN20	Influenza:P03454
Q6XUX3	Influenza:P03427
Q6YHU6	Influenza:P05780
Q6YHU6	Influenza:Q20MH8
Q6YN16	Influenza:Q1K9H5
Q6ZMG9	Influenza:P05780
Q6ZMI0	Influenza:P03427
Q6ZN66	Influenza:P03454
Q6ZN84	Influenza:P03427
Q6ZP65	Influenza:P03427
Q6ZRP7	Influenza:Q20MH8
Q6ZRV2	Influenza:Q1K9H5
Q6ZRV2	Influenza:B4URF7
Q6ZS94	Influenza:P03427
Q6ZUJ4	Influenza:P03427
Q6ZUT9	Influenza:B4URF7
Q6ZV73	Influenza:P03427
Q6ZWL3	Influenza:P03427
Q70EK9	Influenza:P03427
Q70EL1	Influenza:Q1K9H5
Q70IA6	Influenza:P05777
Q70IA6	Influenza:P03430
Q70IA6	Influenza:P03427
Q71RC2	Influenza:P15682
Q75N03	Influenza:P05777
Q7L014	Influenza:P03470
Q7L1Q6	Influenza:P05780
Q7L1Q6	Influenza:Q20MH8
Q7L4E1	Influenza:P05780
Q7L576	Influenza:P05780
Q7L8L6	Influenza:P05780
Q7RTS9	Influenza:Q20MH8
Q7RTV0	Influenza:P03430
Q7RTV0	Influenza:Q82506
Q7RTY1	Influenza:Q1K9H5
Q7Z3B4	Influenza:Q1K9H5
Q7Z3B4	Influenza:Q1I2B2
Q7Z3C6	Influenza:B4URE7
Q7Z3E5	Influenza:Q20MH8
Q7Z3Y8	Influenza:B4URE7
Q7Z419	Influenza:P03427
Q7Z460	Influenza:Q1K9H5
Q7Z4H7	Influenza:B4URF7
Q7Z4H7	Influenza:Q1K9H5
Q7Z4Q2	Influenza:Q20MH8
Q7Z4Q2	Influenza:P05780
Q7Z5K2	Influenza:P05780
Q7Z736	Influenza:Q1K9H5
Q86SZ2	Influenza:Q20MH8
Q86SZ2	Influenza:P05780
Q86U42	Influenza:P15682
Q86U42	Influenza:Q1K9H2
Q86U42	Influenza:Q82506
Q86UA1	Influenza:B4URF7
Q86UR5	Influenza:P05777
Q86UT6	Influenza:Q20MH8
Q86UT6	Influenza:P03427
Q86UX7	Influenza:P03427
Q86VD7	Influenza:P03427
Q86VM9	Influenza:B4URF7
Q86VQ0	Influenza:P03427
Q86VU5	Influenza:P15659
Q86WA8	Influenza:Q20MH8
Q86XI2	Influenza:B4URF7
Q86XI2	Influenza:Q1K9H5
Q86XI2	Influenza:Q20MH8
Q86Y46	Influenza:P03427
Q86Y56	Influenza:P05780
Q86Y56	Influenza:Q20MH8
Q86YA3	Influenza:Q1K9H5
Q86YA3	Influenza:B4URF7
Q86YB2	Influenza:P03427
Q86YL7	Influenza:P15682
Q8IUR0	Influenza:Q20MH8
Q8IUR0	Influenza:P05780
Q8IV08	Influenza:P05780
Q8IV08	Influenza:P03470
Q8IV08	Influenza:Q20MH8
Q8IVF2	Influenza:P05777
Q8IVL1	Influenza:P03427
Q8IW93	Influenza:P15659
Q8IWA4	Influenza:P05780
Q8IWC1	Influenza:Q1K9H5
Q8IWF2	Influenza:B4URF7
Q8IWS0	Influenza:P03470
Q8IWX8	Influenza:P03430
Q8IWX8	Influenza:P03470
Q8IWX8	Influenza:P15682
Q8IWX8	Influenza:P05777
Q8IWX8	Influenza:P15659
Q8IX01	Influenza:Q1K9H5
Q8IX01	Influenza:B4URF7
Q8IXB1	Influenza:P03470
Q8IXK0	Influenza:P03427
Q8IXK0	Influenza:P03454
Q8IY17	Influenza:B4URF7
Q8IY37	Influenza:P03430
Q8IY82	Influenza:Q82506
Q8IYB3	Influenza:P05777
Q8IYB3	Influenza:P15682
Q8IYB3	Influenza:P03427
Q8IYB3	Influenza:P03470
Q8IYB3	Influenza:P03430
Q8IYD1	Influenza:P05780
Q8IYD1	Influenza:P05777
Q8IYI6	Influenza:P03427
Q8IZ26	Influenza:P03427
Q8IZ69	Influenza:P03427
Q8IZ81	Influenza:Q1K9H5
Q8IZT6	Influenza:Q1K9H5
Q8IZT6	Influenza:B4URF7
Q8IZY2	Influenza:P03427
Q8J014	Influenza:P03427
Q8N0Z3	Influenza:B4URF7
Q8N122	Influenza:B4URF7
Q8N1B4	Influenza:Q20MH8
Q8N1B4	Influenza:Q1K9H5
Q8N1W1	Influenza:P03470
Q8N201	Influenza:B4URF7
Q8N2K0	Influenza:P05780
Q8N335	Influenza:Q20MH8
Q8N3C7	Influenza:P03430
Q8N3E9	Influenza:P05780
Q8N3Z0	Influenza:P03430
Q8N490	Influenza:P05780
Q8N4C6	Influenza:Q20MH4
Q8N4L4	Influenza:Q82506
Q8N4X5	Influenza:P03427
Q8N5N7	Influenza:Q1K9H2
Q8N5Z5	Influenza:P03427
Q8N6N3	Influenza:P05780
Q8N6R0	Influenza:Q1I2B2
Q8N6T3	Influenza:Q1K9H5
Q8NB90	Influenza:Q1K9H5
Q8NBM4	Influenza:Q20MH8
Q8NBP0	Influenza:Q20MH8
Q8NBQ5	Influenza:P05777
Q8NBT2	Influenza:P05780
Q8NBU5	Influenza:P05780
Q8NBW4	Influenza:B4URE7
Q8NBZ7	Influenza:Q1I2B2
Q8NC60	Influenza:Q1K9H2
Q8NC69	Influenza:Q20MH4
Q8NCP5	Influenza:B4URE7
Q8ND71	Influenza:P03427
Q8NE01	Influenza:Q20MH8
Q8NE79	Influenza:P03427
Q8NEC5	Influenza:Q1K9H2
Q8NEE8	Influenza:P03427
Q8NEM8	Influenza:P03427
Q8NEY1	Influenza:B4URF7
Q8NF37	Influenza:B4URE7
Q8NF37	Influenza:P05780
Q8NG31	Influenza:B4URF7
Q8NG31	Influenza:Q1K9H5
Q8NGL6	Influenza:P05780
Q8NHQ9	Influenza:P03470
Q8NHQ9	Influenza:P15682
Q8NI08	Influenza:B4URF7
Q8NI08	Influenza:Q1K9H6
Q8NI27	Influenza:P15682
Q8NI27	Influenza:P05780
Q8NI27	Influenza:Q20MH8
Q8TAE8	Influenza:Q1K9H2
Q8TB52	Influenza:P03427
Q8TC57	Influenza:Q1K9H2
Q8TCG1	Influenza:P05780
Q8TCG1	Influenza:Q20MH8
Q8TD20	Influenza:Q82506
Q8TD20	Influenza:P15659
Q8TD20	Influenza:P03427
Q8TD20	Influenza:P03470
Q8TD26	Influenza:Q1I2B2
Q8TD31	Influenza:Q20MH4
Q8TD57	Influenza:B4URF0
Q8TD84	Influenza:Q20MH3
Q8TDD1	Influenza:Q1K9H5
Q8TDD1	Influenza:Q1K9H6
Q8TDD1	Influenza:B4URF7
Q8TDF6	Influenza:P15659
Q8TDI0	Influenza:P03470
Q8TDL5	Influenza:P03470
Q8TDL5	Influenza:P05777
Q8TDX6	Influenza:P03427
Q8TE49	Influenza:P03427
Q8TED0	Influenza:P15682
Q8TEM1	Influenza:Q1K9H5
Q8TES7	Influenza:P15682
Q8TF09	Influenza:B4URE7
Q8TF72	Influenza:P05780
Q8TF72	Influenza:P15682
Q8TF72	Influenza:P03470
Q8WTW3	Influenza:Q20MH8
Q8WU90	Influenza:P03470
Q8WU90	Influenza:P05777
Q8WUA2	Influenza:P03470
Q8WUD4	Influenza:Q20MH3
Q8WUH6	Influenza:B4URF7
Q8WUK0	Influenza:B4URE7
Q8WUM0	Influenza:Q1K9H5
Q8WUM0	Influenza:B4URF7
Q8WUM0	Influenza:Q20MH8
Q8WUY1	Influenza:P05780
Q8WV44	Influenza:Q1K9H2
Q8WVM0	Influenza:P15682
Q8WVR3	Influenza:Q20MH8
Q8WVR3	Influenza:Q89733
Q8WVS4	Influenza:P15659
Q8WVX9	Influenza:Q1K9H5
Q8WVX9	Influenza:B4URF0
Q8WVX9	Influenza:Q20MH8
Q8WVX9	Influenza:B4URF7
Q8WW22	Influenza:Q1K9H5
Q8WWC4	Influenza:Q1K9H5
Q8WWF6	Influenza:Q1K9H5
Q8WWF6	Influenza:B4URF7
Q8WWH5	Influenza:B4URF7
Q8WWL7	Influenza:B4URF0
Q8WX92	Influenza:P05780
Q8WXA9	Influenza:P15682
Q8WXA9	Influenza:Q1K9H2
Q8WXE1	Influenza:Q20MH8
Q8WXX5	Influenza:P15682
Q8WY36	Influenza:B4URF7
Q8WY36	Influenza:Q1K9H5
Q8WZ42	Influenza:P03427
Q92504	Influenza:Q1K9H5
Q92504	Influenza:P05780
Q92526	Influenza:B4URF7
Q92538	Influenza:P05780
Q92538	Influenza:Q20MH8
Q92542	Influenza:Q1K9G9
Q92542	Influenza:B4URF7
Q92542	Influenza:Q20MH8
Q92542	Influenza:Q1K9H5
Q92552	Influenza:P03427
Q92552	Influenza:Q1K9H2
Q92564	Influenza:P05780
Q92569	Influenza:Q1K9H5
Q92574	Influenza:P03427
Q92615	Influenza:B4URF7
Q92615	Influenza:Q1K9H5
Q92615	Influenza:P15682
Q92620	Influenza:P05777
Q92620	Influenza:P15682
Q92620	Influenza:P15659
Q92620	Influenza:P03470
Q92665	Influenza:Q1K9H2
Q92665	Influenza:P03470
Q92665	Influenza:P15682
Q92764	Influenza:Q1K9G9
Q92900	Influenza:P03430
Q92900	Influenza:Q20MH3
Q92900	Influenza:Q1K9H2
Q92900	Influenza:P03470
Q92900	Influenza:P15682
Q92900	Influenza:P05777
Q92900	Influenza:P03427
Q92945	Influenza:B4URF6
Q92945	Influenza:P03470
Q92945	Influenza:P05780
Q92945	Influenza:Q1K9H5
Q92945	Influenza:P15682
Q92947	Influenza:Q20MH8
Q92974	Influenza:B4URF7
Q92974	Influenza:P05777
Q92990	Influenza:Q20MH8
Q93050	Influenza:B4URE7
Q93063	Influenza:Q20MH8
Q969V3	Influenza:P05777
Q96A35	Influenza:Q1K9H2
Q96AB3	Influenza:B4URE7
Q96AG4	Influenza:P05777
Q96AG4	Influenza:P03470
Q96AG4	Influenza:P15682
Q96AG4	Influenza:P03430
Q96AG4	Influenza:P05780
Q96AG4	Influenza:P03454
Q96AQ8	Influenza:P03427
Q96AV8	Influenza:P15659
Q96AX2	Influenza:P03427
Q96BN8	Influenza:Q20MH8
Q96BS2	Influenza:P15682
Q96BY7	Influenza:Q1K9H5
Q96BY7	Influenza:B4URF7
Q96C19	Influenza:P05780
Q96C19	Influenza:P15682
Q96C19	Influenza:P05777
Q96CG3	Influenza:P03427
Q96CS2	Influenza:B4URF7
Q96D09	Influenza:Q1K9H5
Q96D09	Influenza:P03427
Q96D09	Influenza:B4URF7
Q96D53	Influenza:P05780
Q96D53	Influenza:P03427
Q96DF8	Influenza:Q20MH3
Q96DF8	Influenza:B4URF7
Q96DT0	Influenza:P03470
Q96DT6	Influenza:Q1K9H2
Q96DU9	Influenza:Q1K9H2
Q96DV4	Influenza:Q1K9H2
Q96DZ5	Influenza:P03427
Q96E22	Influenza:Q20MH8
Q96EB1	Influenza:Q1K9H5
Q96EL3	Influenza:Q1K9H2
Q96EQ0	Influenza:Q1K9H5
Q96ER3	Influenza:Q20MH8
Q96ER3	Influenza:P05780
Q96EY1	Influenza:P03430
Q96EY1	Influenza:P05777
Q96EY1	Influenza:P03470
Q96EY1	Influenza:P03427
Q96EY1	Influenza:B4URF7
Q96EY1	Influenza:P15659
Q96EY1	Influenza:Q1K9H5
Q96EY5	Influenza:Q1K9H5
Q96EY7	Influenza:P03427
Q96EY7	Influenza:Q1K9H2
Q96EY7	Influenza:P15682
Q96EY7	Influenza:P03470
Q96EY8	Influenza:Q20MH3
Q96F45	Influenza:Q20MH4
Q96G97	Influenza:Q20MH3
Q96GA3	Influenza:Q1K9H5
Q96I23	Influenza:P03427
Q96I24	Influenza:Q20MH3
Q96I65	Influenza:P03427
Q96IX5	Influenza:P15659
Q96IX5	Influenza:P05780
Q96IX5	Influenza:P05777
Q96J01	Influenza:Q20MH8
Q96J84	Influenza:Q1K9H5
Q96JB2	Influenza:Q20MH8
Q96JE9	Influenza:P03427
Q96JJ7	Influenza:P05777
Q96JJ7	Influenza:Q20MH8
Q96JJ7	Influenza:P05780
Q96JM3	Influenza:P03427
Q96K17	Influenza:P03427
Q96KP1	Influenza:Q20MH8
Q96L14	Influenza:B4URF7
Q96L14	Influenza:Q1K9H5
Q96L21	Influenza:Q82506
Q96L21	Influenza:P03454
Q96L21	Influenza:Q1K9H2
Q96LP2	Influenza:B4URF7
Q96M69	Influenza:P03427
Q96M95	Influenza:P03427
Q96MW5	Influenza:Q20MH4
Q96N66	Influenza:P05780
Q96N67	Influenza:P05777
Q96NB2	Influenza:B4URF7
Q96PP8	Influenza:P03427
Q96PU8	Influenza:Q1K9H5
Q96PU8	Influenza:P05780
Q96PV6	Influenza:B4URF7
Q96PV6	Influenza:Q20MH3
Q96PZ0	Influenza:P03470
Q96Q05	Influenza:P03470
Q96Q05	Influenza:Q20MH8
Q96Q05	Influenza:P05780
Q96QF0	Influenza:P05777
Q96QL0	Influenza:P03427
Q96QU8	Influenza:Q20MH8
Q96QU8	Influenza:P05780
Q96RE1	Influenza:P03427
Q96RG2	Influenza:B4URF7
Q96RL8	Influenza:P03427
Q96RR1	Influenza:P03427
Q96RT1	Influenza:Q20MH4
Q96RT8	Influenza:Q1K9H5
Q96RY5	Influenza:Q82506
Q96SI9	Influenza:Q20MH3
Q96SI9	Influenza:P15659
Q96T76	Influenza:Q20MH8
Q96T76	Influenza:P05780
Q96TA2	Influenza:Q20MH8
Q96TA2	Influenza:B4URF7
Q96TA2	Influenza:Q1K9H5
Q99417	Influenza:B4URF7
Q99417	Influenza:Q1K9H5
Q99460	Influenza:P05777
Q99460	Influenza:P03427
Q99460	Influenza:P03454
Q99460	Influenza:P15682
Q99460	Influenza:P03470
Q99460	Influenza:P03430
Q99460	Influenza:B4URF7
Q99460	Influenza:P05780
Q99460	Influenza:P15659
Q99523	Influenza:Q20MH8
Q99575	Influenza:B4URF7
Q99575	Influenza:Q1K9H2
Q99595	Influenza:P05777
Q99595	Influenza:P05780
Q99650	Influenza:P03427
Q99700	Influenza:P15682
Q99708	Influenza:P15659
Q99714	Influenza:Q1K9H5
Q99714	Influenza:P05777
Q99747	Influenza:P05780
Q99832	Influenza:P03427
Q99832	Influenza:P15659
Q99832	Influenza:Q20MH0
Q99832	Influenza:P03454
Q99832	Influenza:P05780
Q99832	Influenza:P05777
Q99832	Influenza:P03470
Q99871	Influenza:Q1K9H5
Q99959	Influenza:Q1K9H5
Q99961	Influenza:B4URF0
Q9BPZ3	Influenza:Q1K9H2
Q9BPZ3	Influenza:P05780
Q9BPZ7	Influenza:B4URF7
Q9BPZ7	Influenza:Q1K9H5
Q9BQ04	Influenza:P03470
Q9BQ04	Influenza:P03430
Q9BQ04	Influenza:P15682
Q9BQ61	Influenza:P05780
Q9BQ61	Influenza:P03470
Q9BQ67	Influenza:P03430
Q9BQ67	Influenza:P15682
Q9BQ70	Influenza:P03427
Q9BQ70	Influenza:B4URF7
Q9BQ70	Influenza:Q1K9H5
Q9BQB6	Influenza:Q20MH8
Q9BRH9	Influenza:Q1K9H6
Q9BRH9	Influenza:B4URF7
Q9BRJ2	Influenza:Q1K9H2
Q9BRL6	Influenza:P03454
Q9BRP8	Influenza:P15682
Q9BRS2	Influenza:P03427
Q9BRS2	Influenza:P15659
Q9BRS2	Influenza:P05777
Q9BRS2	Influenza:P03430
Q9BRS2	Influenza:P03470
Q9BRV8	Influenza:P03470
Q9BSB4	Influenza:P05777
Q9BSJ8	Influenza:P03470
Q9BSY4	Influenza:Q20MH4
Q9BT22	Influenza:Q20MH8
Q9BT25	Influenza:B4URF7
Q9BT40	Influenza:P05780
Q9BTE7	Influenza:P15682
Q9BTE7	Influenza:P03470
Q9BTE7	Influenza:P05780
Q9BTE7	Influenza:P05777
Q9BTW9	Influenza:Q20MH8
Q9BTY2	Influenza:Q20MH8
Q9BUA3	Influenza:P15659
Q9BUA3	Influenza:P03454
Q9BUF5	Influenza:P03427
Q9BUF5	Influenza:P03470
Q9BUF5	Influenza:P05780
Q9BUF5	Influenza:P15659
Q9BUF5	Influenza:P05777
Q9BUF5	Influenza:P03454
Q9BUL8	Influenza:P03427
Q9BUP0	Influenza:B4URF7
Q9BV20	Influenza:Q1I2B2
Q9BV38	Influenza:B4URF7
Q9BVI4	Influenza:P05777
Q9BVI4	Influenza:P15659
Q9BVI4	Influenza:P03470
Q9BVI4	Influenza:P03430
Q9BVI4	Influenza:P15682
Q9BVQ7	Influenza:B4URF7
Q9BVV6	Influenza:Q1I2B2
Q9BWF3	Influenza:B4URF7
Q9BWH6	Influenza:B4URF7
Q9BWJ5	Influenza:P05777
Q9BWT3	Influenza:P03427
Q9BX69	Influenza:P03427
Q9BXJ3	Influenza:Q1K9H2
Q9BXP5	Influenza:P15682
Q9BXP5	Influenza:P03470
Q9BXS6	Influenza:P15682
Q9BXS6	Influenza:P03470
Q9BXW9	Influenza:Q20MH8
Q9BXW9	Influenza:Q1K9H5
Q9BXW9	Influenza:B4URF7
Q9BY89	Influenza:Q1K9H5
Q9BYD1	Influenza:Q1K9H2
Q9BYD2	Influenza:Q1K9H2
Q9BYD2	Influenza:P03470
Q9BYD3	Influenza:Q1K9H2
Q9BYD6	Influenza:Q1K9H2
Q9BYJ9	Influenza:P15682
Q9BYJ9	Influenza:P03470
Q9BYJ9	Influenza:P03427
Q9BYK8	Influenza:Q1K9H2
Q9BYN8	Influenza:Q1K9H5
Q9BYN8	Influenza:Q1K9H2
Q9BYN8	Influenza:P15682
Q9BZ63	Influenza:P03427
Q9BZE1	Influenza:Q1K9H2
Q9BZX2	Influenza:P05780
Q9BZX2	Influenza:Q20MH8
Q9BZZ5	Influenza:P03470
Q9C005	Influenza:P15682
Q9C005	Influenza:P03470
Q9C005	Influenza:P05777
Q9C075	Influenza:B4URE7
Q9C0B9	Influenza:P03454
Q9C0D2	Influenza:B4URF7
Q9GZP9	Influenza:B4URE7
Q9H078	Influenza:P05777
Q9H078	Influenza:P03427
Q9H078	Influenza:Q1K9H5
Q9H078	Influenza:B4URF7
Q9H0D6	Influenza:P03470
Q9H0D6	Influenza:P15682
Q9H0D6	Influenza:P03430
Q9H0D6	Influenza:P03427
Q9H0E9	Influenza:P05777
Q9H0E9	Influenza:Q1K9H5
Q9H0J9	Influenza:P15682
Q9H0W5	Influenza:B4URE7
Q9H0W5	Influenza:B4URF7
Q9H0W5	Influenza:Q1K9H5
Q9H173	Influenza:Q20MH8
Q9H173	Influenza:P03470
Q9H1D9	Influenza:Q20MH3
Q9H1D9	Influenza:Q20MH4
Q9H1J1	Influenza:Q89733
Q9H257	Influenza:Q20MH4
Q9H2D6	Influenza:P03427
Q9H2H9	Influenza:B4URE7
Q9H2V7	Influenza:Q20MH8
Q9H2W6	Influenza:Q1K9H2
Q9H330	Influenza:P03427
Q9H361	Influenza:P05780
Q9H3G5	Influenza:P05777
Q9H3K6	Influenza:B4URF6
Q9H3N1	Influenza:Q20MH8
Q9H3R5	Influenza:Q20MH4
Q9H3T2	Influenza:P03470
Q9H4A5	Influenza:Q1K9H5
Q9H582	Influenza:B4URF7
Q9H582	Influenza:Q1K9H5
Q9H5N1	Influenza:P03427
Q9H5Q4	Influenza:B4URE7
Q9H773	Influenza:P05777
Q9H7E2	Influenza:P03427
Q9H814	Influenza:P15682
Q9H814	Influenza:Q1K9H2
Q9H845	Influenza:Q1K9H5
Q9H845	Influenza:B4URF7
Q9H857	Influenza:Q20MH8
Q9H875	Influenza:P03470
Q9H900	Influenza:P05780
Q9H900	Influenza:Q20MH8
Q9H936	Influenza:B4URF7
Q9H936	Influenza:Q1K9H5
Q9H974	Influenza:B4URF7
Q9H9B1	Influenza:B4URF7
Q9H9E3	Influenza:Q20MH8
Q9H9J2	Influenza:Q1K9H2
Q9H9Q2	Influenza:P05780
Q9HAS0	Influenza:Q20MH8
Q9HB90	Influenza:B4URF7
Q9HBE1	Influenza:B4URF7
Q9HC07	Influenza:B4URE7
Q9HC36	Influenza:P03470
Q9HC36	Influenza:P05777
Q9HC62	Influenza:P03427
Q9HCD5	Influenza:P15659
Q9HCD5	Influenza:P15682
Q9HCE6	Influenza:P03454
Q9HCE6	Influenza:P03470
Q9HCK1	Influenza:P05777
Q9HD26	Influenza:Q1K9H2
Q9HD33	Influenza:P15682
Q9HD33	Influenza:Q1K9H2
Q9HD45	Influenza:Q20MH8
Q9HDC9	Influenza:P05777
Q9NNW5	Influenza:B4URF7
Q9NNW5	Influenza:Q1K9H5
Q9NP64	Influenza:Q1I2B2
Q9NP92	Influenza:Q1K9H2
Q9NP97	Influenza:Q1K9H5
Q9NPA8	Influenza:Q20MH3
Q9NPB1	Influenza:P03427
Q9NPE3	Influenza:Q1K9H2
